,Release Date,Season,Episode,Episode Title,Name,Sentence,sentiment_score
219,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,"Father will let me if you ask him, I know he will.",0.987044632434845
220,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen stark,The Wall isn't going anywhere.,-0.9995602965354919
221,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I'm ready to swear your oath.,0.8885183930397034
222,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen stark,You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,-0.9974103569984436
223,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I don't care about that.,-0.999308168888092
224,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen stark,"You might, if you knew what it meant. … I'd better get inside. Rescue your father from his guests. We'll talk later.",-0.7542076706886292
225,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Your uncle's in the Night's Watch.,-0.9609041810035706
226,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What're you doing back there?,-0.8805325031280518
227,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Preparing for a night with your family. I've always wanted to see the Wall.,0.9985783100128174
228,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,You're Tyrion Lannister. The queen's brother?,0.9772773385047913
229,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"My greatest accomplishment. You – you're Ned Stark's bastard, aren't you?",0.9977790117263794
230,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"Did I offend you? Sorry. You are the bastard, though.",-0.9979521632194519
231,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Lord Eddard Stark is my father.,0.9880123138427734
232,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",0.9682325124740601
233,2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What the hell do you know about being a bastard?,-0.995830237865448
234,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,All dwarves are bastards in their fathers' eyes.,-0.9952930808067322
235,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen stark,You at a feast -- It's like a bear in a trap.,-0.9964353442192078
236,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The boy I beheaded. Did you know him?,-0.9938775897026062
237,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen stark,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",0.9930957555770874
238,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,He was talking madness. Said the Walkers slaughtered his friends.,-0.9980345368385315
239,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen stark,The two he was with are still missing.,-0.9982284903526306
240,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,A wildling ambush.,-0.9927752017974854
241,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen stark,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,0.8094149827957153
242,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Winter is coming.,0.99018794298172
243,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Uncle Benjen.,0.9949421286582947
244,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen stark,Robb boy. How are ye?,-0.9884564280509949
245,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,I'm good.,0.9996843338012695
246,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Is this your first time in the North, Your Grace?",0.9793931841850281
247,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Yes. Lovely country.,0.9997382760047913
248,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",-0.9926097393035889
249,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,"Hello, little dove. But you are a beauty. How old are you?",0.9903075695037842
250,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Thirteen, Your Grace.",0.9992140531539917
251,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,You're tall. Still growing?,0.9994231462478638
252,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"I think so, Your Grace.",0.9995073676109314
253,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And have you bled yet?,-0.9203842282295227
254,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"No, Your Grace.",-0.949445903301239
255,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And your dress. Did you make it?,0.3864080309867859
256,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Such talent. You must make something for me.,0.9976189136505127
257,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,I hear we might share a grandchild someday.,0.9972281455993652
258,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I hear the same.,-0.7068175077438354
259,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,0.9883240461349487
260,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Your pardon.,0.7135164737701416
261,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,I hear we might be neighbors soon. I hope it's true.,0.9995931386947632
262,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"Yes, the king has honored me with his offer.",0.9991830587387085
263,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",-0.9994174242019653
264,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I don't fight in tournaments.,-0.9435181617736816
265,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,No? Getting a little old for it?,-0.9990241527557373
266,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",-0.9981989860534668
267,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Well said.,0.9996224045753479
268,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,Arya!,0.8022365570068359
269,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Time for bed.,-0.991407036781311
270,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",0.9889248609542847
271,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I won't let him take you.,0.9784296751022339
272,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The king takes what he wants. That's why he's king.,0.9877763390541077
273,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",-0.9973747134208679
274,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,How did he get so fat?,-0.9976990222930908
275,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He only stops eating when it's time for a drink.,-0.986695408821106
276,2011-04-17,Season 1,Episode 1,Winter is Coming,guard,"It's Maester Luwin, my lord.",0.9974673390388489
277,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Send him in.,0.9818476438522339
278,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"Pardon, my lord, my lady. A rider in the night from your sister.",0.9691246747970581
279,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Stay.,0.996152937412262
280,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,-0.9951431155204773
281,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,What news?,-0.8339667320251465
282,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,-0.9915578365325928
283,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying.",-0.9985142946243286
284,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",-0.9934426546096802
285,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",-0.9838709831237793
286,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,They murdered the last Hand. Now you want Ned to take the job.,0.9795947074890137
287,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",-0.752788782119751
288,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.,-0.9942117929458618
289,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,A different time. Different king.,0.997143030166626
290,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys targaryen,When do I meet with the Khal? We need to begin planning the invasion.,-0.996921718120575
291,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"If Khal Drogo has promised you a crown, you shall have it.",0.9861841797828674
292,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys targaryen,When?,-0.9687178134918213
293,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,When their omens favor war.,-0.6402869820594788
294,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys targaryen,I piss on Dothraki omens. I waited 17 years to get my throne back.,-0.9987455010414124
295,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.,-0.9987200498580933
296,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,0.9963902235031128
297,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, ser. Are you from my country?",0.9993752837181091
298,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",0.9992706775665283
299,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",0.9993179440498352
300,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, Magister.",0.9996602535247803
301,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki.",0.9994356036186218
302,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,There is no word for ‘thank you' in Dothraki.,-0.998412013053894
303,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys targaryen,Make him happy.,0.999769389629364
304,2011-04-17,Season 1,Episode 1,Winter is Coming,khal drogo,No.,-0.9945778846740723
305,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Do you know the Common Tongue?,-0.9661966562271118
306,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Is ‘no' the only word that you know?,-0.9991801381111145
307,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,"Rough night, Imp?",-0.9912233948707581
308,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"If I get through this without squirting from one end or the other, it will be a miracle.",0.9995420575141907
309,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,I didn't pick you for a hunter.,-0.9940897822380066
310,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,The greatest in the land. My spear never misses.,0.9996166825294495
311,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,It's not hunting if you pay for it.,0.1560038924217224
312,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,Are you as good with a spear as you used to be?,0.9958868622779846
313,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"No, but I'm still better than you.",0.999730110168457
314,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.,0.9994832873344421
315,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I hope I'll serve you well.,0.9994556307792664
316,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,"You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!",-0.9170035123825073
317,2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,"Come on, you.",0.9972227215766907
318,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Stop. STOP.,-0.9990001320838928
319,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Are you completely mad?,-0.995766818523407
320,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,He saw us.,0.9987843036651611
321,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,It's all right. It's all right.,0.9996753334999084
322,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,He saw us!,0.9988850355148315
323,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I heard you the first time. Quite the little climber, aren't you? How old are you, boy?",-0.8699262738227844
324,2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,Ten,0.9939166903495789
325,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Ten.,0.9882878661155701
326,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,The things I do for love.,0.9995716214179993
327,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"You need to drink, child... And eat.",0.9582331776618958
